Latitude,Longitude
39.89751,-82.98506
39.927474,-82.984047
39.887414,-82.997844
39.92839,-82.99067
39.89874,-82.98767
39.77357,-82.98929
39.79073,-83.05812
40.08963,-82.894119
39.896712,-82.776939
39.929322,-82.790682
39.95614,-82.77148
39.95496,-82.81913
40.145119,-82.706278
40.09322,-82.99225
40.05658,-82.8903
40.054472,-82.890939
40.06651,-82.96226
40.07736,-82.96628
40.08328,-82.96198
40.07647,-82.96708
40.014003,-82.894052
40.00796,-82.88122
39.91757,-82.780952
39.96431,-83.00264
39.9662,-82.99046
40.037056,-82.954659
39.90451,-82.96685
39.94021,-82.85659
39.95466,-82.8385
39.94471,-82.877105
39.877913,-82.826147
40.04751,-82.9402
40.017977,-82.859744
39.944725,-83.041172
40.109322,-83.084806
40.091286,-82.820457
39.98735,-83.01212
40.04236,-82.9096
40.038776,-82.963684
39.8857,-82.877464
40.080982,-82.928474
39.945712,-82.796452
39.9431,-83.08038
39.93022,-83.12692
39.895498,-82.762637
39.946977,-82.917167
39.92821,-83.05492
39.95362,-82.90039
40.007459,-82.87755
39.927855,-82.913858
39.945131,-82.883183
39.926105,-82.883415
39.91583,-82.89353
39.931808,-82.789059
39.9385,-82.79096
40.05708,-82.90944
40.123467,-83.002695
39.96214,-82.93639
39.968212,-82.9505
40.029789,-83.091789
40.00579,-83.00288
40.009793,-82.998072
40.003601,-83.007805
40.0313,-82.96403
39.893127,-82.883202
39.91082,-82.80382
40.15326,-82.68599
39.91153,-82.80683
40.147241,-82.700149
40.118054,-82.995516
39.907412,-82.964962
39.93656,-83.14962
39.97822,-83.06087
40.018462,-82.870969
39.952617,-82.923872
39.92438,-82.92143
39.9302,-82.87918
39.9209,-82.84596
39.911582,-82.928269
39.935575,-83.009878
39.97133,-82.9196
39.976677,-82.913148
39.977351,-82.843358
39.938168,-82.996523
40.00005,-82.94928
40.14817,-82.97053
39.972043,-82.990548
40.030769,-82.957703
40.037361,-82.962387
39.874493,-82.998863
40.045895,-82.946846
39.952946,-83.124207
39.878075,-83.012604
39.950134,-83.175713
39.956394,-83.138145
39.921001,-83.061394
39.94779,-82.98271
39.94382,-82.9734
39.93944,-83.00555
40.038593,-82.960785
40.050129,-82.962677
39.858093,-82.900383
39.77074,-82.92976
39.58216,-82.94057
39.57222,-82.95235
39.79354,-82.94783
39.64944,-83.10795
39.609116,-82.941692
40.106628,-83.016815
40.106618,-82.998019
40.09941,-83.01746
40.081024,-82.928497
39.95815,-82.8821
39.95465,-82.87663
39.889213,-83.069003
39.841137,-83.090792
39.898309,-83.080071
39.878451,-83.049724
39.901442,-83.07779
39.87811,-83.05479
39.883512,-83.092312
39.897406,-82.892875
40.158775,-83.071777
40.056311,-82.998691
39.60413,-82.943886
39.885345,-82.876411
40.193258,-83.096146
40.15765,-83.06382
40.013939,-82.974061
40.145568,-83.080508
40.01489,-82.99495
40.049264,-82.913945
39.98558,-82.939807
39.98644,-82.98122
40.00734,-82.97108
40.0016,-82.9544
39.93697,-82.78739
40.063457,-83.059706
40.05534,-83.05252
39.95273,-83.06305
39.9613,-83.07585
39.96298,-82.94864
39.929382,-82.788424
39.97427,-82.89812
40.019417,-82.891081
39.956061,-82.897072
39.89163,-82.99135
39.907521,-82.966386
39.951028,-82.911812
39.93094,-82.977137
40.03588,-82.97062
39.98316,-82.81015
40.03088,-82.99367
39.99922,-82.91282
40.042194,-82.960426
39.980894,-82.872432
39.95666,-82.876702
40.095112,-82.910767
40.004879,-82.780426
40.089273,-82.741894
39.983688,-83.228783
39.905426,-82.894615
39.951954,-83.146339
40.157,-83.012979
40.16271,-83.037023
39.87096,-82.855782
40.248494,-83.032163
39.99575,-83.00721
40.063267,-82.998749
39.9376,-82.78768
40.069318,-82.862632
40.056587,-82.891776
39.63474,-82.97796
39.9512,-83.06517
40.06641,-82.99911
40.079453,-82.951494
40.141975,-82.986198
40.08754,-82.98274
40.231316,-82.466015
40.172566,-83.090353
39.907225,-82.776188
39.975588,-82.913302
39.976325,-82.913156
40.01489,-82.99495
40.01114,-82.96894
39.936973,-82.787388
39.94249,-83.09748
39.9503,-83.01716
39.99271,-82.83987
39.95663,-82.93369
40.03789,-82.97771
40.013238,-82.994273
40.04272,-82.92955
39.98111,-82.872261
39.870979,-82.869507
39.942043,-83.073286
39.954344,-83.06891
39.95349,-83.06889
39.96224,-83.09268
39.975753,-83.022628
39.95544,-83.01725
39.95998,-82.99572
39.831909,-83.000252
39.947033,-82.83198
39.93899,-82.78507
39.820637,-83.147316
39.900008,-83.079027
40.03297,-82.911
39.54541,-82.81608
39.78938,-83.075
39.77132,-82.93996
39.99145,-83.0407
39.99784,-83.02634
40.06365,-82.99833
39.98631,-82.91421
39.93544,-82.98236
39.9153,-82.8635
40.092812,-83.015747
39.89513,-82.883133
39.864414,-82.820312
39.91186,-82.86459
39.837341,-82.933586
39.91605,-82.80921
39.91085,-82.82419
39.93281,-82.83075
39.93102,-82.83084
40.06044,-82.97092
39.993275,-83.014207
39.907967,-82.883095
40.012307,-82.867102
40.003296,-82.861154
39.926983,-82.764548
39.841742,-82.743666
39.683839,-82.676938
40.01795,-82.9506
39.96796,-82.99893
39.880869,-83.067284
39.86432,-83.0524
39.839659,-82.788419
39.895343,-83.082222
39.908278,-82.747394
39.686696,-82.608236
39.85586,-82.82816
39.935979,-82.886062
40.055283,-83.097466
39.993857,-82.983813
39.900661,-82.884949
39.889168,-82.922272
39.98285,-82.81738
39.98238,-82.8175
39.97759,-82.86088
39.94308,-82.85016
39.94287,-82.85248
39.973591,-83.016404
40.0552,-82.86408
39.97217,-83.004168
40.09945,-83.0912
39.95056,-82.83879
39.9341,-82.83634
39.94703,-82.85294
39.941516,-82.854146
39.937494,-82.87838
39.933291,-82.835861
39.944743,-82.878364
39.984171,-82.814686
40.058596,-82.910393
39.944293,-82.86895
39.94523,-82.8855
39.94636,-82.86858
39.97735,-82.84335
39.97931,-82.84357
39.9776,-82.8609
39.94315,-82.84929
39.97759,-82.86089
39.98285,-82.81333
40.004746,-82.867609
39.938669,-83.095143
39.9335,-82.99594
40.01479,-82.98973
39.906422,-82.862358
39.96268,-82.96904
39.94599,-82.90585
39.97242,-82.90957
39.98033,-82.83127
39.94828,-83.048265
39.97833,-82.85254
39.9747,-82.87927
39.979697,-82.843502
39.978786,-82.848212
39.97931,-82.84357
39.931826,-82.788913
40.098793,-82.925171
40.110556,-82.949155
39.99873,-83.035637
40.041821,-82.960686
39.98641,-82.9328
39.96911,-83.00194
39.94254,-82.96784
39.94538,-82.9433
39.912216,-82.861015
40.088166,-82.76675
40.269217,-82.857589
39.72019,-83.01711
39.56764,-82.95436
39.72115,-83.01951
40.066492,-82.827318
39.958918,-82.68263
40.017158,-82.52419
40.153636,-82.61286
39.998614,-82.86887
40.22982,-82.45613
39.975952,-82.5984
39.83968,-82.903923
40.079532,-82.766727
40.195766,-83.093689
40.022827,-83.091599
39.877403,-82.86441
39.67613,-82.83532
39.55031,-82.93162
40.200373,-83.085591
40.138543,-83.036722
40.179031,-83.003466
40.197522,-83.136305
40.249415,-82.858488
40.123741,-82.972714
39.964906,-83.028183
39.972984,-83.01497
39.994202,-82.934353
39.966036,-83.057969
39.977968,-82.984401
40.079683,-82.66838
39.870831,-82.855598
40.189002,-82.982339
40.140833,-82.56385
39.960314,-82.68232
40.06134,-82.60133
40.079089,-82.694828
40.03717,-82.97976
40.082134,-82.900803
39.9362,-82.98112
40.02406,-82.61282
40.179681,-82.739128
39.945927,-82.68275
39.950825,-83.139656
39.99548,-83.20224
40.035778,-82.788261
40.018109,-82.624019
40.120765,-82.762216
40.120544,-82.76189
39.956207,-82.74341
39.957674,-82.549247
40.080928,-82.74402
40.11929,-82.673636
39.933894,-82.830495
39.95549,-82.838411
39.881368,-82.981389
39.979299,-82.839427
39.92783,-82.83167
39.9471,-82.91948
39.98131,-82.82683
39.8919,-82.90857
39.94996,-82.88718
40.033439,-82.910112
39.93675,-82.78886
39.909741,-82.778456
39.95496,-82.81913
40.103883,-83.074634
39.94034,-82.83005
40.105333,-82.974641
39.868118,-82.93502
40.08482,-82.93055
40.13989,-82.977683
39.936605,-82.784004
39.95189,-83.13555
40.04999,-82.953729
39.90927,-82.82271
39.89463,-82.84983
39.92757,-83.09043
39.916192,-83.03623
39.92737,-83.0562
39.95891,-83.02924
39.94138,-83.12967
39.871662,-82.934837
40.01014,-82.96663
40.06266,-83.0387
39.867043,-82.933212
39.869537,-82.940323
39.870731,-82.934258
40.060768,-82.984933
40.13534,-82.97126
39.994715,-83.118872
40.068862,-82.81139
40.003141,-83.021026
39.998237,-83.045037
39.862756,-83.007103
39.77844,-82.98848
39.61269,-82.94873
39.60276,-82.92258
39.55736,-82.95757
39.952759,-83.121506
40.08497,-83.03518
40.088053,-83.018063
39.8829,-83.046898
40.009319,-82.90918
40.07279,-83.10434
39.873714,-82.928978
39.98273,-82.81401
39.943545,-82.915412
39.941413,-82.872391
39.934464,-82.841189
40.05824,-82.903994
40.0799,-82.87739
39.95509,-82.80684
39.933522,-82.789093
39.930506,-82.96474
39.881743,-82.987742
39.90489,-82.94238
39.94803,-82.94055
39.94758,-82.68245
40.065755,-82.522023
40.058209,-82.502753
40.070102,-82.516513
40.05584,-82.4821
39.940376,-82.40834
40.067691,-82.516591
40.066585,-82.518067
40.057379,-82.52117
40.063517,-82.520599
40.056808,-82.894892
39.94387,-82.784124
40.018731,-82.885818
39.910867,-82.796424
39.910193,-82.782244
39.993042,-83.027328
39.986901,-82.999556
40.00471,-83.00324
39.99018,-83.00611
40.020419,-82.866482
40.038792,-82.864613
40.071715,-82.978124
39.890175,-82.862923
39.96888,-83.0223
39.94246,-83.09838
39.972932,-83.146441
39.959137,-83.075239
39.95337,-83.06551
39.936668,-82.786128
39.972621,-82.793412
40.06437,-83.07493
39.93675,-82.87863
40.102065,-83.090576
39.985497,-82.80573
40.03248,-83.03126
40.02281,-83.00171
39.93775,-82.77988
40.030041,-83.092087
40.08818,-82.92669
40.01237,-83.01093
40.01542,-83.00626
40.08413,-82.98752
40.06344,-83.04701
40.01391,-83.0112
40.01634,-83.02313
40.0244,-83.00161
40.00707,-83.00943
40.02251,-83.01044
40.00606,-83.00923
40.02385,-83.00754
40.14924,-82.97297
40.14832,-82.97502
40.14807,-82.96764
40.13576,-82.99181
39.99155,-83.00489
39.95478,-82.82876
39.918979,-82.781662
39.95517,-82.80521
40.08717,-82.97529
39.858207,-82.827897
39.746868,-82.652573
39.846168,-82.781476
39.95923,-82.87611
40.02859,-82.96424
39.936528,-82.818573
39.95323,-82.99621
39.95158,-82.98886
39.990512,-82.85687
40.08618,-82.95658
39.95467,-82.9818
40.032241,-82.982894
40.082241,-82.895729
39.99984,-83.00372
40.089249,-82.919968
40.00958,-82.96729
39.95496,-83.07392
39.97759,-82.91304
39.981804,-82.941568
39.93907,-82.9832
39.956863,-82.87664
39.94683,-83.01428
39.911638,-82.999143
40.001783,-83.116527
39.94874,-83.0249
40.01198,-83.02218
39.999708,-83.001224
40.03692,-82.92289
40.05785,-82.91814
40.073437,-83.107513
39.94711,-83.04915
39.97037,-82.99039
39.984008,-83.019082
39.998757,-83.004311
40.01448,-83.011333
39.994327,-82.996324
40.048169,-82.915311
39.851086,-82.882843
40.013878,-82.901482
39.813263,-83.18644
40.01115,-82.905487
39.908898,-82.733358
39.846168,-82.781476
39.878342,-82.922028
40.105171,-82.947456
39.952637,-83.122543
39.811096,-82.964928
40.045219,-82.963364
39.90456,-83.167084
39.82449,-82.947334
39.895729,-83.026733
40.032532,-82.957588
40.037304,-82.962364
39.996807,-83.034561
39.95301,-83.11543
39.95322,-83.11022
39.92567,-83.05767
39.93303,-83.04703
39.94144,-83.03909
39.936779,-82.831049
40.08932,-83.03496
40.11133,-83.02615
39.954913,-82.823172
40.089481,-83.035101
40.07974,-83.01857
40.079558,-82.766783
39.718358,-82.42547
40.086649,-82.80896
40.087551,-82.799579
40.06747,-82.94891
40.061024,-82.977391
39.77354,-82.98905
39.53336,-83.01546
39.61279,-82.94878
39.64651,-82.95713
40.089943,-82.894012
40.0091,-83.00991
40.103619,-82.874985
40.04859,-82.9998
40.053595,-83.019986
40.045268,-83.019397
40.05199,-83.03353
39.909574,-82.778184
40.06006,-82.98567
39.878671,-83.051539
39.871998,-82.933517
39.899803,-83.079068
39.899733,-83.068361
39.873953,-83.068042
39.884743,-83.069362
40.01821,-82.89388
39.91458,-82.87213
39.868074,-83.058364
39.95496,-82.81913
40.07528,-82.855731
40.014417,-83.032611
39.936933,-82.881779
40.027317,-82.993794
39.955067,-82.986963
39.97664,-82.983538
39.953303,-83.005516
40.110673,-82.987541
39.98412,-83.02219
40.08769,-82.9874
39.901143,-82.899899
39.900785,-82.897343
39.932274,-82.905282
39.938792,-82.84849
39.948178,-83.015299
39.967826,-83.061197
40.002155,-83.116549
39.955341,-82.97922
39.935278,-82.935161
39.935248,-82.935185
39.91576,-82.948701
39.95312,-82.99852
39.97134,-82.98776
39.91742,-83.01327
39.88935,-82.8831
39.94683,-83.01428
39.97569,-82.99977
40.0241,-82.99495
39.95467,-82.98225
39.97182,-82.98844
39.9512,-83.01659
40.0582,-82.92264
40.06382,-83.05972
40.113949,-83.014307
40.08572,-82.93808
40.12292,-83.00086
40.104957,-82.974603
40.041737,-83.094376
39.99087,-83.02595
39.992485,-83.006537
39.987924,-83.027896
40.035528,-82.89843
40.02996,-82.9735
39.792877,-82.697378
39.93682,-82.82987
39.93844,-82.83023
39.981163,-83.231735
39.880466,-83.017532
40.11219,-83.029472
39.935307,-83.037697
39.955322,-83.145676
40.000362,-82.810448
40.08848,-83.09198
39.843887,-82.935684
39.9512,-82.99852
40.045055,-82.963104
40.037357,-82.961838
40.037228,-82.958549
40.066908,-82.523636
40.088069,-82.851633
40.0582,-82.92264
39.952,-83.12133
40.00636,-83.03075
39.98556,-83.01273
40.069501,-82.81125
39.852409,-82.938538
40.082892,-82.81788
40.095354,-82.71251
39.97922,-83.003032
40.05941,-82.94033
40.111292,-83.00307
39.95155,-83.143143
39.978527,-83.187347
40.148238,-83.09316
39.63017,-82.9551
39.75478,-83.1638
40.016659,-82.888619
40.253447,-83.077739
39.95526,-82.80272
40.036499,-83.093292
39.95393,-83.09722
40.052032,-83.095695
39.99272,-82.83987
39.97538,-82.839
39.857052,-82.903862
40.042862,-83.094513
39.91231,-82.779324
40.018669,-82.889198
40.004658,-82.867619
39.91646,-83.03555
39.9382,-82.98096
39.94372,-82.96934
40.060893,-82.98263
40.053977,-82.967277
40.08193,-82.98794
39.86211,-82.837662
39.894173,-83.042801
40.02338,-82.934494
39.972243,-82.912062
39.939587,-83.118828
39.941807,-83.128311
39.977763,-82.953553
39.984382,-82.984831
39.97703,-82.957758
39.997642,-82.984862
39.973583,-83.015076
40.054546,-82.841843
39.95997,-82.96518
39.9481,-82.93882
39.952591,-83.123703
39.878639,-83.047667
39.998947,-83.185448
40.057535,-82.910176
40.04703,-82.89417
40.014949,-82.975304
39.87595,-83.005096
39.884552,-83.027748
39.862202,-82.951622
39.88092,-83.05346
39.65329,-82.92419
39.888803,-82.758572
40.145882,-82.704593
40.027531,-83.090866
40.09901,-82.94489
40.141481,-82.714315
39.93611,-82.88614
40.004138,-82.984452
40.028411,-82.994048
39.977279,-82.982266
39.9554,-82.795175
39.98411,-83.02193
39.980233,-83.118233
39.998875,-82.984693
39.96186,-83.00377
39.953353,-83.004868
39.953611,-82.968157
40.06132,-82.9925
39.972971,-82.983686
40.107074,-83.017719
40.108125,-82.826605
39.934539,-82.789427
40.089878,-82.90921
39.883697,-82.777304
40.059273,-82.93705
40.09,-82.82
40.078442,-82.928032
39.95294,-82.99885
39.95971,-82.98629
39.843227,-82.905334
40.0313,-82.96403
39.865307,-82.921661
39.93385,-82.78927
39.934331,-82.789367
39.95381,-83.05269
39.929808,-83.116766
39.935943,-83.080775
40.01029,-83.11918
39.954161,-82.989274
